Symbol,Name,Sector
BILENERGY,Bil Energy Systems Limited,nil
BINANIIND,Binani Industries Limited,nil
BLUEBLENDS,Blue Blends (I) Limited,nil
BLUECOAST,Blue Coast Hotels Limited,nil
CCCL,Consolidated Construction Consortium Limited,nil
CELESTIAL,Celestial Biolabs Limited,nil
CHROMATIC,Chromatic India Limited,nil
CKFSL,Cox & Kings Financial Service Limited,nil
COFFEEDAY,Coffee Day Enterprises Limited,nil
CURATECH,Cura Technologies Limited,nil
DIGJAMLTD,Digjam Limited,nil
DOLPHINOFF,Dolphin Offshore Enterprises (India) Limited,nil
DQE,DQ Entertainment (International) Limited,nil
DSKULKARNI,DS Kulkarni Developers Limited,nil
EASTSUGIND,Eastern Sug & Inds Limited,nil
EON,Eon Electric Limited,nil
ESSDEE,Ess Dee Aluminium Limited,nil
EUROMULTI,Euro Multivision Limited,nil
FEDDERELEC,Fedders Electric and Engineering Limited,nil
GAMMONIND,Gammon India Limited,nil
GANGOTRI,Gangotri Textiles Limited,nil
GITANJALI,Gitanjali Gems Limited,nil
GUJNRECOKE,Gujarat NRE Coke Limited,nil
GVKPIL,GVK Power & Infrastructure Limited,nil
HIGHGROUND,High Ground Enterprise Limited,nil
HINDSYNTEX,Hind Syntex Limited,nil
ICDSLTD,ICDS Limited,nil
ICSA,ICSA (India) Limited,nil
INDSWFTLTD,Ind-Swift Limited,nil
INTEGRA,Integra Garments and Textiles Limited,nil
IVRCLINFRA,IVRCL Limited,nil
JAIHINDPRO,Jaihind Projects Limited,nil
JINDCOT,Jindal Cotex Limited,nil
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,nil
JVLAGRO,JVL Agro Industries Limited,nil
KAVVERITEL,Kavveri Telecom Products Limited,nil
KHAITANLTD,Khaitan (India) Limited,nil
KOHINOOR,Kohinoor Foods Limited,nil
KSERASERA,KSS Limited,nil
KSK,KSK Energy Ventures Limited,nil
KWALITY,kwality limited,nil
LAKSHMIEFL,Lakshmi Energy and Foods Limited,nil
LEEL,LEEL Electricals Limited,nil
MAFATLAFIN,Mafatlal Finance Limited,nil
MANPASAND,Manpasand Beverages Limited,nil
METKORE,Metkore Alloys & Industries Limited,nil
MODTHREAD,Modern Thread Limited,nil
MVL,MVL Limited,nil
NAKODA,Nakoda Limited,nil
NOESISIND,Noesis Industries Limited,nil
NUTEK,Nu Tek India Limited,nil
OISL,OCL Iron and Steel Limited,nil
PARABDRUGS,Parabolic Drugs Limited,nil
PARASPETRO,Paras Petrofils Limited,nil
PBAINFRA,PBA Infrastructure Limited,nil
PDPL,Parenteral Drugs (India) Limited,nil
PETRONENGG,Petron Engineering Construction Limited,nil
PINCON,Pincon Spirit Limited,nil
PRADIP,Pradip Overseas Limited,nil
PRATIBHA,Pratibha Industries Limited,nil
PROSEED,Proseed India Limited,nil
PRUDMOULI,Prudential Sugar Corporation Limited,nil
PSL,PSL Limited,nil
PVP,PVP Ventures Limited,nil
QUINTEGRA,Quintegra Solutions Limited,nil
RAINBOWPAP,Rainbow Papers Limited,nil
RAJVIR,Rajvir Industries Limited,nil
REGENCERAM,Regency Ceramics Limited,nil
RMMIL,Resurgere Mines & Minerals Limited,nil
RUSHABEAR,Rushabh Precision Bearings Limited,nil
SABTN,Sri Adhikari Brothers Television Network Limited,nil
SATHAISPAT,Sathavahana Ispat Limited,nil
SBIHOMEFIN,SBI Home Finance Limited,nil
SELMCL,SEL Manufacturing Company Limited,nil
SHARONBIO,Sharon Bio-Medicine Limited,nil
SHIRPUR-G,Shirpur Gold Refinery Limited,nil
SHLAKSHMI,Shri Lakshmi Cotsyn Limited,nil
SHYAMTEL,Shyam Telecom Limited,nil
SIMPLEX,Simplex Projects Limited,nil
SITASHREE,Sita Shree Food Products Limited,nil
SMPL,Splendid Metal Products Limited,nil
SPCENET,Spacenet Enterprises India Limited,nil
SRSLTD,SRS Limited,nil
STAMPEDE,Stampede Capital Limited,nil
STERLINBIO,Sterling Biotech Limited,nil
STINDIA,STI India Limited,nil
SUJANAUNI,Sujana Universal Industries Limited,nil
SUPREMEINF,Supreme Infrastructure India Limited,nil
TALWALKARS,Talwalkars Better Value Fitness Limited,nil
TALWGYM,Talwalkars Healthclubs Limited,nil
TARAPUR,Tarapur Transformers Limited,nil
TECHNOFAB,Technofab Engineering Limited,nil
TECILCHEM,TECIL Chemicals and Hydro Power Limited,nil
TULSI,Tulsi Extrusions Limited,nil
UNIPLY,Uniply Industries Limited,nil
VALECHAENG,Valecha Engineering Limited,nil
VALUEIND,Value Industries Limited,nil
VIMALOIL,Vimal Oil & Foods Limited,nil
VISESHINFO,Visesh Infotecnics Limited,nil
VISUINTL,Visu International Limited,nil
WINSOME,Winsome Yarns Limited,nil
XLENERGY,XL Energy Limited,nil
ZICOM,Zicom Electronic Security Systems Limited,nil
SIIL,Supreme (India) Impex Limited,nil
OPAL,Opal Luxury Time Products Limited,nil
FIVECORE,Five Core Electronics Limited,nil
PUSHPREALM,Pushpanjali Realms and Infratech Limited,nil
CKPLEISURE,CKP Leisure Limited,nil
CKPPRODUCT,CKP Products Limited,nil
FOURTHDIM,Fourth Dimension Solutions Limited,nil
ARTEDZ,Artedz Fabs Limited,nil
BANSAL,Bansal Multiflex Limited,nil
,,
,,
